,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
489,2023,Senior-level/ Expert,Full-time,Data Engineer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
4491,2023,Senior-level/ Expert,Full-time,Data Engineer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
1783,2023,Mid-level /Intermediate,Full-time,BI Developer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
1797,2023,Entry-level / Junior,Full-time,Data Analyst,81500,USD,81500,United States of America,Totally Remote,United States of America,Medium
6306,2022,Senior-level/ Expert,Full-time,Data Scientist,81500,USD,81500,United States of America,Not at all,United States of America,Medium
5381,2023,Senior-level/ Expert,Full-time,Data Engineer,81500,USD,81500,United States of America,Totally Remote,United States of America,Medium
631,2023,Senior-level/ Expert,Full-time,Data Engineer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
4759,2023,Senior-level/ Expert,Full-time,Data Engineer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
2621,2023,Mid-level /Intermediate,Full-time,BI Developer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
2837,2023,Mid-level /Intermediate,Full-time,Data Engineer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
3244,2023,Mid-level /Intermediate,Full-time,Data Engineer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
3053,2023,Mid-level /Intermediate,Full-time,Data Engineer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
3536,2023,Senior-level/ Expert,Full-time,Data Engineer,81500,USD,81500,United States of America,Not at all,United States of America,Medium
948,2023,Mid-level /Intermediate,Full-time,AI Research Engineer,66000,GBP,81206,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
44,2023,Senior-level/ Expert,Full-time,Data Engineer,81000,USD,81000,United States of America,Not at all,United States of America,Large
7153,2022,Senior-level/ Expert,Full-time,Data Operations Analyst,81000,USD,81000,United States of America,Totally Remote,United States of America,Medium
7894,2021,Entry-level / Junior,Full-time,Machine Learning Engineer,81000,USD,81000,United States of America,Somthimes,United States of America,Small
3653,2023,Mid-level /Intermediate,Full-time,Data Engineer,75000,EUR,80976,Spain,Totally Remote,Spain,Medium
4828,2023,Mid-level /Intermediate,Full-time,Data Scientist,75000,EUR,80976,Ireland,Not at all,Ireland,Medium
288,2023,Mid-level /Intermediate,Full-time,Data Engineer,75000,EUR,80976,France,Somthimes,France,Medium
156,2023,Entry-level / Junior,Full-time,Data Analyst,80800,USD,80800,United States of America,Not at all,United States of America,Medium
913,2023,Mid-level /Intermediate,Full-time,Business Intelligence Analyst,80505,USD,80505,Canada,Not at all,Canada,Medium
7142,2022,Senior-level/ Expert,Full-time,Analytics Engineer,65004,GBP,80041,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
7341,2022,Mid-level /Intermediate,Full-time,Data Scientist,65000,GBP,80036,United Kingdom (Great Britain),Somthimes,United Kingdom (Great Britain),Medium
6621,2022,Mid-level /Intermediate,Full-time,Machine Learning Engineer,65000,GBP,80036,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
7024,2022,Mid-level /Intermediate,Full-time,Data Engineer,65000,GBP,80036,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
7055,2022,Mid-level /Intermediate,Full-time,Data Engineer,65000,GBP,80036,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
7327,2022,Senior-level/ Expert,Full-time,Data Engineer,80000,USD,80000,United States of America,Not at all,United States of America,Large
4743,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
79,2023,Executive-level / Director,Full-time,Data Manager,80000,USD,80000,United States of America,Not at all,United States of America,Medium
7747,2021,Entry-level / Junior,Full-time,Data Engineer,80000,USD,80000,United States of America,Totally Remote,United States of America,Large
3610,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
7703,2021,Entry-level / Junior,Full-time,Data Scientist,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
7470,2022,Senior-level/ Expert,Full-time,Data Scientist,80000,USD,80000,United States of America,Not at all,United States of America,Medium
4840,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
1400,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
595,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
874,2023,Mid-level /Intermediate,Full-time,Data Manager,80000,USD,80000,United States of America,Not at all,United States of America,Medium
3994,2023,Senior-level/ Expert,Full-time,Analytics Engineer,80000,USD,80000,Canada,Totally Remote,Canada,Medium
4499,2023,Senior-level/ Expert,Full-time,Data Quality Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
926,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
27,2023,Entry-level / Junior,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
4524,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
1413,2022,Entry-level / Junior,Full-time,Machine Learning Scientist,80000,USD,80000,Canada,Somthimes,United States of America,Small
5413,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
5004,2023,Entry-level / Junior,Full-time,AI Developer,80000,USD,80000,Sweden,Somthimes,Sweden,Medium
5496,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
5302,2023,Senior-level/ Expert,Full-time,Data Engineer,80000,USD,80000,United States of America,Not at all,United States of America,Medium
1917,2023,Senior-level/ Expert,Full-time,Data Lead,80000,USD,80000,United States of America,Not at all,United States of America,Medium
7593,2022,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
372,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
7045,2022,Senior-level/ Expert,Full-time,Data Engineer,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
7156,2022,Entry-level / Junior,Full-time,Data Engineer,80000,USD,80000,United States of America,Totally Remote,United States of America,Large
4640,2023,Mid-level /Intermediate,Full-time,Data Specialist,80000,USD,80000,United States of America,Not at all,United States of America,Medium
4621,2023,Senior-level/ Expert,Full-time,Data Quality Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
7831,2021,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Large
5375,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Small
3683,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
7778,2021,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,Bulgaria,Totally Remote,United States of America,Small
46,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,80000,USD,80000,United States of America,Not at all,United States of America,Medium
49,2023,Executive-level / Director,Full-time,Data Manager,80000,USD,80000,United States of America,Not at all,United States of America,Medium
4151,2023,Senior-level/ Expert,Full-time,Data Engineer,80000,USD,80000,Argentina,Totally Remote,Argentina,Medium
3564,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
3458,2023,Entry-level / Junior,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
7654,2022,Senior-level/ Expert,Full-time,Data Engineer,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
2194,2023,Executive-level / Director,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
4689,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
879,2023,Senior-level/ Expert,Full-time,Data Manager,80000,USD,80000,United States of America,Not at all,United States of America,Medium
7783,2021,Entry-level / Junior,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
6247,2022,Mid-level /Intermediate,Full-time,Data Engineer,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
5779,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
286,2023,Executive-level / Director,Full-time,Data Manager,80000,USD,80000,United States of America,Not at all,United States of America,Medium
2582,2023,Senior-level/ Expert,Full-time,Data Architect,80000,USD,80000,United States of America,Not at all,United States of America,Medium
2727,2023,Entry-level / Junior,Full-time,Data Engineer,80000,USD,80000,United States of America,Not at all,United States of America,Medium
1107,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
3050,2023,Entry-level / Junior,Full-time,Data Engineer,80000,USD,80000,United States of America,Not at all,United States of America,Medium
3314,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
2677,2023,Entry-level / Junior,Full-time,Data Engineer,80000,USD,80000,United States of America,Not at all,United States of America,Medium
5786,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
2850,2023,Entry-level / Junior,Full-time,Data Engineer,80000,USD,80000,United States of America,Not at all,United States of America,Medium
2488,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
6568,2022,Entry-level / Junior,Full-time,Data Scientist,80000,USD,80000,United States of America,Not at all,United States of America,Medium
6819,2022,Entry-level / Junior,Full-time,Data Scientist,80000,USD,80000,United States of America,Totally Remote,United States of America,Large
5995,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
2817,2023,Senior-level/ Expert,Full-time,Data Engineer,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
211,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
1253,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
981,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
6776,2022,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
6467,2022,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Large
3245,2023,Entry-level / Junior,Full-time,Data Engineer,80000,USD,80000,United States of America,Not at all,United States of America,Medium
6738,2022,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
2749,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Totally Remote,United States of America,Medium
6560,2022,Mid-level /Intermediate,Full-time,Data Engineer,80000,USD,80000,United States of America,Not at all,United States of America,Medium
3267,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
206,2023,Senior-level/ Expert,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
5914,2023,Mid-level /Intermediate,Full-time,Data Engineer,80000,USD,80000,Spain,Totally Remote,Spain,Medium
5928,2023,Mid-level /Intermediate,Full-time,Data Analyst,80000,USD,80000,United States of America,Not at all,United States of America,Medium
5808,2023,Mid-level /Intermediate,Full-time,Applied Data Scientist,80000,USD,80000,Kenya,Totally Remote,Kenya,Small
5183,2023,Mid-level /Intermediate,Full-time,Data Analyst,65000,GBP,79976,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
5876,2023,Mid-level /Intermediate,Full-time,Data Analyst,65000,GBP,79976,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
4846,2023,Mid-level /Intermediate,Full-time,Data Scientist,65000,GBP,79976,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
2239,2023,Senior-level/ Expert,Full-time,Data Scientist,65000,GBP,79976,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
3417,2023,Mid-level /Intermediate,Full-time,Data Architect,65000,GBP,79976,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
918,2023,Mid-level /Intermediate,Full-time,Data Scientist,65000,GBP,79976,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
7845,2020,Mid-level /Intermediate,Full-time,Data Scientist,70000,EUR,79833,Germany,Not at all,Germany,Large
7789,2020,Executive-level / Director,Full-time,Data Engineer,70000,EUR,79833,Spain,Somthimes,Spain,Large
199,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
3510,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
2928,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
3450,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
1229,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
3317,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
2058,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
3228,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
733,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
3346,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
2500,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
1040,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
3373,2023,Senior-level/ Expert,Full-time,Business Intelligence Engineer,79600,USD,79600,United States of America,Not at all,United States of America,Large
3363,2023,Mid-level /Intermediate,Full-time,Data Scientist,79350,USD,79350,United States of America,Not at all,United States of America,Medium
7781,2021,Senior-level/ Expert,Full-time,Data Analytics Engineer,67000,EUR,79197,Germany,Totally Remote,Germany,Large
6368,2022,Mid-level /Intermediate,Full-time,Data Engineer,75360,EUR,79178,Lithuania,Not at all,Lithuania,Medium
273,2023,Senior-level/ Expert,Full-time,Data Analyst,79000,USD,79000,United States of America,Not at all,United States of America,Medium
998,2023,Senior-level/ Expert,Full-time,Data Analyst,79000,USD,79000,United States of America,Not at all,United States of America,Medium
6664,2022,Mid-level /Intermediate,Full-time,Data Analyst,79000,USD,79000,United States of America,Not at all,United States of America,Medium
2460,2023,Mid-level /Intermediate,Full-time,Data Analyst,79000,USD,79000,United States of America,Not at all,United States of America,Medium
5746,2023,Mid-level /Intermediate,Full-time,Data Analyst,79000,USD,79000,United States of America,Not at all,United States of America,Medium
2426,2023,Senior-level/ Expert,Full-time,Data Analyst,78400,USD,78400,United States of America,Totally Remote,United States of America,Large
562,2023,Mid-level /Intermediate,Full-time,Data Scientist,72360,EUR,78125,Latvia,Not at all,Latvia,Medium
5408,2023,Senior-level/ Expert,Full-time,Data Scientist,78000,USD,78000,United States of America,Not at all,United States of America,Medium
3845,2023,Senior-level/ Expert,Full-time,Data Analyst,78000,USD,78000,United States of America,Totally Remote,United States of America,Medium
6196,2022,Senior-level/ Expert,Full-time,Data Engineer,78000,USD,78000,United States of America,Not at all,United States of America,Medium
1750,2023,Senior-level/ Expert,Full-time,Business Data Analyst,78000,USD,78000,United States of America,Totally Remote,United States of America,Large
6809,2022,Mid-level /Intermediate,Full-time,BI Analyst,78000,USD,78000,Brazil,Totally Remote,Brazil,Medium
1755,2023,Mid-level /Intermediate,Full-time,Data Analyst,78000,USD,78000,United States of America,Not at all,United States of America,Medium
5178,2023,Senior-level/ Expert,Full-time,Data Engineer,78000,USD,78000,United States of America,Totally Remote,United States of America,Medium
2160,2023,Senior-level/ Expert,Full-time,Data Engineer,78000,USD,78000,United States of America,Not at all,United States of America,Medium
6377,2022,Senior-level/ Expert,Full-time,Data Engineer,78000,USD,78000,United States of America,Not at all,United States of America,Medium
3290,2023,Senior-level/ Expert,Full-time,Data Engineer,78000,USD,78000,United States of America,Not at all,United States of America,Medium
2761,2023,Executive-level / Director,Full-time,Data Scientist,78000,USD,78000,United States of America,Totally Remote,United States of America,Medium
6797,2022,Mid-level /Intermediate,Full-time,Analytics Engineer,78000,USD,78000,Brazil,Totally Remote,Brazil,Medium
7675,2022,Mid-level /Intermediate,Full-time,Data Scientist,78000,USD,78000,United States of America,Totally Remote,United States of America,Medium
2981,2023,Senior-level/ Expert,Full-time,Data Analyst,78000,USD,78000,United States of America,Not at all,United States of America,Medium
1752,2023,Mid-level /Intermediate,Full-time,Data Engineer,78000,USD,78000,United States of America,Not at all,United States of America,Medium
2977,2023,Senior-level/ Expert,Full-time,Data Scientist,78000,USD,78000,United States of America,Not at all,United States of America,Medium
6689,2022,Mid-level /Intermediate,Full-time,Data Scientist,78000,USD,78000,United States of America,Totally Remote,United States of America,Medium
6803,2022,Mid-level /Intermediate,Full-time,Data Engineer,78000,USD,78000,Brazil,Totally Remote,Brazil,Medium
760,2023,Mid-level /Intermediate,Full-time,Data Analyst,78000,USD,78000,United States of America,Not at all,United States of America,Medium
1297,2023,Mid-level /Intermediate,Full-time,Data Scientist,77900,USD,77900,United States of America,Not at all,United States of America,Medium
4012,2023,Entry-level / Junior,Full-time,Data Scientist,105000,CAD,77791,Canada,Somthimes,Canada,Large
5812,2023,Senior-level/ Expert,Full-time,Data Scientist,72000,EUR,77737,Latvia,Not at all,Latvia,Medium
2153,2023,Senior-level/ Expert,Full-time,Data Engineer,72000,EUR,77737,Spain,Totally Remote,Spain,Medium
5863,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,72000,EUR,77737,Latvia,Not at all,Latvia,Medium
2295,2023,Senior-level/ Expert,Full-time,Data Engineer,72000,EUR,77737,Germany,Somthimes,Germany,Large
7856,2021,Senior-level/ Expert,Full-time,Data Scientist,65720,EUR,77684,France,Somthimes,France,Medium
7711,2021,Mid-level /Intermediate,Full-time,ML Engineer,8500000,JPY,77364,Japan,Somthimes,Japan,Small
6672,2022,Entry-level / Junior,Full-time,Data Manager,77300,USD,77300,United States of America,Totally Remote,United States of America,Medium
7312,2022,Senior-level/ Expert,Full-time,Applied Machine Learning Scientist,73400,EUR,77119,France,Totally Remote,United Kingdom (Great Britain),Large
4068,2023,Senior-level/ Expert,Full-time,Data Operations Analyst,77000,USD,77000,United Kingdom (Great Britain),Not at all,United Kingdom (Great Britain),Medium
7809,2020,Mid-level /Intermediate,Full-time,Data Scientist,60000,GBP,76958,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Small
7858,2021,Entry-level / Junior,Full-time,Data Science Consultant,65000,EUR,76833,Germany,Not at all,Germany,Large
7791,2021,Entry-level / Junior,Full-time,Data Science Consultant,65000,EUR,76833,Germany,Totally Remote,Germany,Small
7937,2021,Senior-level/ Expert,Full-time,Data Engineer,65000,EUR,76833,Romania,Somthimes,United Kingdom (Great Britain),Small
7688,2022,Senior-level/ Expert,Full-time,Machine Learning Developer,100000,CAD,76814,Canada,Totally Remote,Canada,Medium
7655,2022,Mid-level /Intermediate,Full-time,Machine Learning Developer,100000,CAD,76814,Canada,Totally Remote,Canada,Medium
3538,2023,Senior-level/ Expert,Full-time,Data Scientist,800000,NOK,76508,Norway,Somthimes,Norway,Small
3524,2023,Senior-level/ Expert,Full-time,Business Intelligence Developer,76500,USD,76500,Canada,Totally Remote,Canada,Medium
3717,2023,Senior-level/ Expert,Full-time,Business Intelligence Developer,76500,USD,76500,Canada,Not at all,Canada,Medium
7429,2022,Executive-level / Director,Full-time,Head of Machine Learning,6000000,INR,76309,India,Somthimes,India,Large
682,2023,Mid-level /Intermediate,Full-time,BI Developer,76300,USD,76300,United States of America,Not at all,United States of America,Medium
537,2023,Mid-level /Intermediate,Full-time,Data Scientist,76300,USD,76300,United States of America,Not at all,United States of America,Medium
6056,2023,Mid-level /Intermediate,Full-time,Machine Learning Engineer,62000,GBP,76284,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
3662,2023,Mid-level /Intermediate,Full-time,Data Engineer,62000,GBP,76284,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
2726,2023,Mid-level /Intermediate,Full-time,Data Engineer,76000,USD,76000,United States of America,Totally Remote,United States of America,Medium
153,2023,Entry-level / Junior,Full-time,ML Engineer,76000,USD,76000,United States of America,Not at all,United States of America,Large
6731,2022,Entry-level / Junior,Full-time,BI Analyst,76000,USD,76000,United States of America,Somthimes,United States of America,Large
7761,2021,Mid-level /Intermediate,Full-time,Data Scientist,95000,CAD,75774,Canada,Totally Remote,Canada,Large
6926,2022,Mid-level /Intermediate,Full-time,Data Scientist,72000,EUR,75648,Germany,Totally Remote,Germany,Small
5239,2023,Senior-level/ Expert,Full-time,Head of Data,70000,EUR,75577,Portugal,Totally Remote,Portugal,Large
5034,2023,Mid-level /Intermediate,Full-time,Data Engineer,70000,EUR,75577,Slovenia,Totally Remote,Slovenia,Medium
2163,2023,Senior-level/ Expert,Full-time,Data Engineer,70000,EUR,75577,Italy,Totally Remote,Italy,Medium
5442,2023,Senior-level/ Expert,Full-time,Machine Learning Infrastructure Engineer,70000,EUR,75577,France,Totally Remote,France,Medium
496,2023,Mid-level /Intermediate,Full-time,Machine Learning Engineer,70000,EUR,75577,Netherlands,Not at all,Netherlands,Medium
6828,2021,Mid-level /Intermediate,Full-time,Data Engineer,100000,AUD,75050,Australia,Somthimes,Australia,Large
4242,2023,Senior-level/ Expert,Full-time,NLP Engineer,69500,EUR,75038,Spain,Totally Remote,Spain,Medium
4738,2023,Mid-level /Intermediate,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
5538,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
1464,2023,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
2157,2023,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
5017,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
7690,2022,Mid-level /Intermediate,Full-time,Principal Data Analyst,75000,USD,75000,Canada,Totally Remote,Canada,Small
865,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
5448,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
2066,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
3600,2023,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
7130,2022,Mid-level /Intermediate,Full-time,Financial Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
5463,2023,Entry-level / Junior,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
2652,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
561,2023,Mid-level /Intermediate,Full-time,BI Developer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
4409,2023,Entry-level / Junior,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
397,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
4634,2023,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
4047,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
4416,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
7175,2022,Mid-level /Intermediate,Full-time,Applied Machine Learning Scientist,75000,USD,75000,Bolivia,Totally Remote,United States of America,Medium
4692,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
6277,2022,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
557,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
4993,2023,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
1741,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
4049,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
1593,2023,Senior-level/ Expert,Full-time,Analytics Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
5501,2023,Entry-level / Junior,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
7664,2022,Mid-level /Intermediate,Full-time,Applied Machine Learning Scientist,75000,USD,75000,Bolivia,Totally Remote,United States of America,Large
4862,2023,Mid-level /Intermediate,Full-time,Data Engineer,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
1512,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
134,2023,Senior-level/ Expert,Full-time,BI Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
50,2023,Executive-level / Director,Full-time,Data Manager,75000,USD,75000,United States of America,Not at all,United States of America,Medium
5136,2023,Mid-level /Intermediate,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
3057,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
3055,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
899,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
1299,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
3348,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
1655,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Not at all,United States of America,Medium
5162,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
5764,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
7576,2022,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,Canada,Not at all,Canada,Medium
4865,2023,Entry-level / Junior,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
2509,2023,Mid-level /Intermediate,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
6067,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
4484,2023,Senior-level/ Expert,Full-time,Data Analyst,75000,USD,75000,United States of America,Totally Remote,United States of America,Medium
5792,2023,Senior-level/ Expert,Full-time,Data Engineer,75000,USD,75000,United States of America,Not at all,United States of America,Medium
